data,sku,categoria,demanda,estoque,preco,pred
2023-10-29,S001-P0009,Clothing,126,223,93.31,115.6710807499942
2023-10-30,S001-P0009,Clothing,120,80,86.98,97.0439864422292
2023-10-31,S001-P0009,Clothing,124,110,87.93,93.6285773521034
2023-11-01,S001-P0009,Clothing,74,164,87.34,94.05536481174983
2023-11-02,S001-P0009,Clothing,183,170,92.26,149.46600897008054
2023-11-03,S001-P0009,Clothing,126,173,82.72,122.37616237404772
2023-11-04,S001-P0009,Clothing,94,138,70.99,122.12944731488093
2023-11-05,S001-P0009,Clothing,69,163,73.23,96.62476879454942
2023-11-06,S001-P0009,Clothing,165,117,115.86,97.92818266733575
2023-11-07,S001-P0009,Clothing,104,172,82.59,94.562311790574
2023-11-08,S001-P0009,Clothing,126,225,73.82,148.424592199504
2023-11-09,S001-P0009,Clothing,95,142,89.1,94.5996283146899
2023-11-10,S001-P0009,Clothing,87,172,86.8,94.67631296942011
2023-11-11,S001-P0009,Clothing,154,171,112.45,94.91194210306259
2023-11-12,S001-P0009,Clothing,150,178,105.42,95.45535018671646
2023-11-13,S001-P0009,Clothing,139,171,76.67,138.8555638519242
2023-11-14,S001-P0009,Clothing,204,143,115.12,124.3862283669828
2023-11-15,S001-P0009,Clothing,48,204,71.54,91.60653113382573
2023-11-16,S001-P0009,Clothing,55,170,73.28,102.58461270682652
2023-11-17,S001-P0009,Clothing,82,133,80.85,96.20958700066926
2023-11-18,S001-P0009,Clothing,137,121,90.85,121.98378157136857
2023-11-19,S001-P0009,Clothing,45,112,70.24,115.93120821735417
2023-11-20,S001-P0009,Clothing,110,109,93.65,95.17793167219752
2023-11-21,S001-P0009,Clothing,87,129,73.71,156.276068709042
2023-11-22,S001-P0009,Clothing,142,117,103.21,101.15161623329382
2023-11-23,S001-P0009,Clothing,125,160,98.04,94.80259099755128
2023-11-24,S001-P0009,Clothing,130,184,104.95,103.06942986511716
2023-11-25,S001-P0009,Clothing,180,247,102.5,119.20583599325673
2023-11-26,S001-P0009,Clothing,117,267,91.04,115.45671718770842
2023-11-27,S001-P0009,Clothing,212,138,130.35,114.80849564751296
2023-11-28,S001-P0009,Clothing,180,223,103.11,116.83464123750457
2023-11-29,S001-P0009,Clothing,46,240,74.71,116.26380253019089
2023-11-30,S001-P0009,Clothing,154,210,101.23,103.67319904796479
2023-12-01,S001-P0009,Clothing,152,227,95.58,173.1250247230236
2023-12-02,S001-P0009,Clothing,204,186,115.61,126.62903722552954
2023-12-03,S001-P0009,Clothing,162,274,92.72,159.04992823627137
2023-12-04,S001-P0009,Clothing,188,132,87.67,155.6021140307801
2023-12-05,S001-P0009,Clothing,181,226,114.61,126.44370579369053
2023-12-06,S001-P0009,Clothing,37,228,57.48,173.26846753108086
2023-12-07,S001-P0009,Clothing,188,185,116.84,129.15641097837388
2023-12-08,S001-P0009,Clothing,330,198,167.34,130.88251468002073
2023-12-09,S001-P0009,Clothing,125,383,93.01,113.68891102654553
2023-12-10,S001-P0009,Clothing,220,285,119.63,114.00875392460485
2023-12-11,S001-P0009,Clothing,84,325,81.37,120.9355394777651
2023-12-12,S001-P0009,Clothing,285,256,116.51,168.76532564734916
2023-12-13,S001-P0009,Clothing,281,367,114.07,168.6984739816823
2023-12-14,S001-P0009,Clothing,102,406,86.69,139.66364726059564
2023-12-15,S001-P0009,Clothing,214,316,124.55,117.70454553083336
2023-12-16,S001-P0009,Clothing,177,123,102.22,130.57210309553108
2023-12-17,S001-P0009,Clothing,92,215,69.72,156.3179229835419
2023-12-18,S001-P0009,Clothing,136,139,91.24,164.68705093248275
2023-12-19,S001-P0009,Clothing,214,121,118.39,138.96039084726684
2023-12-20,S001-P0009,Clothing,174,218,112.73,112.20564299641849
2023-12-21,S001-P0009,Clothing,134,182,90.6,172.53046729626885
2023-12-22,S001-P0009,Clothing,143,213,103.56,137.121284659024
2023-12-23,S001-P0009,Clothing,98,201,94.79,110.5362764608587
2023-12-24,S001-P0009,Clothing,113,101,84.97,139.10872531767762
2023-12-25,S001-P0009,Clothing,85,120,86.18,113.15867341779283
2023-12-26,S001-P0009,Clothing,189,141,87.8,135.5102729901131
2023-12-27,S001-P0009,Clothing,99,177,85.75,115.69358011255413
2023-12-28,S001-P0009,Clothing,85,188,86.08,142.29205730124613
2023-12-29,S001-P0009,Clothing,137,101,96.17,136.05798495469728
2023-12-30,S001-P0009,Clothing,89,160,91.98,115.87916121393849
2023-12-31,S001-P0009,Clothing,146,150,104.19,127.17097505484534
2024-01-01,S001-P0009,Clothing,76,175,79.29,129.18813132577765
2024-01-02,S001-P0009,Clothing,213,112,111.76,156.95662112736125
2024-01-03,S001-P0009,Clothing,93,237,88.49,128.34989646146474
2024-01-04,S001-P0009,Clothing,146,153,104.17,118.45362556519764
2024-01-05,S001-P0009,Clothing,50,130,75.68,141.13006437251224
2024-01-06,S001-P0009,Clothing,132,141,85.2,155.53507646490485
2024-01-07,S001-P0009,Clothing,153,166,101.11,116.53196601908768
2024-01-08,S001-P0009,Clothing,139,213,102.1,130.51862664797457
2024-01-09,S001-P0009,Clothing,140,287,82.05,134.94671634178763
2024-01-10,S001-P0009,Clothing,103,132,86.9,110.34364521472355
2024-01-11,S001-P0009,Clothing,201,131,107.98,138.93565454876324
2024-01-12,S001-P0009,Clothing,112,210,99.31,129.57472239789874
2024-01-13,S001-P0009,Clothing,145,98,103.92,140.30610521499173
2024-01-14,S001-P0009,Clothing,99,145,81.27,114.46267585161246
2024-01-15,S001-P0009,Clothing,97,125,85.19,132.05632405479147
2024-01-16,S001-P0009,Clothing,248,123,114.56,138.01561177376107
2024-01-17,S001-P0009,Clothing,184,278,109.46,163.5852031396239
2024-01-18,S001-P0009,Clothing,141,74,97.82,139.45371414008702
2024-01-19,S001-P0009,Clothing,100,138,95.41,115.66176904916301
2024-01-20,S001-P0009,Clothing,174,149,106.61,173.82259511042156
2024-01-21,S001-P0009,Clothing,169,233,88.94,155.62437206658203
2024-01-22,S001-P0009,Clothing,183,237,103.66,139.95116009690673
2024-01-23,S001-P0009,Clothing,95,330,80.16,114.65920684250135
2024-01-24,S001-P0009,Clothing,153,247,95.68,164.10684146621898
2024-01-25,S001-P0009,Clothing,210,102,116.84,134.8825479764379
2024-01-26,S001-P0009,Clothing,119,202,91.54,121.6948335351047
2024-01-27,S001-P0009,Clothing,198,204,94.59,135.55544519607295
2024-01-28,S001-P0009,Clothing,164,260,103.92,122.78842549232937
2024-01-29,S001-P0009,Clothing,133,93,95.56,123.31765615866797
2024-01-30,S001-P0009,Clothing,84,128,90.35,110.18159922815538
2023-10-03,S001-P0010,Furniture,66,325,93.39,97.31124167429485
2023-10-04,S001-P0010,Furniture,125,263,113.46,97.75775458388522
2023-10-05,S001-P0010,Furniture,97,119,131.66,67.71692377062098
2023-10-06,S001-P0010,Furniture,84,461,119.18,75.44173771455819
2023-10-07,S001-P0010,Furniture,49,401,93.31,37.61655408263497
2023-10-08,S001-P0010,Furniture,15,358,95.96,36.317650654803636
2023-10-09,S001-P0010,Furniture,27,341,106.23,36.3066146039546
2023-10-10,S001-P0010,Furniture,28,316,106.83,32.31395063937688
2023-10-11,S001-P0010,Furniture,50,288,117.19,39.01545133443718
2023-10-12,S001-P0010,Furniture,62,241,103.21,40.31330038132036
2023-10-13,S001-P0010,Furniture,32,191,103.25,31.672459181760427
2023-10-14,S001-P0010,Furniture,59,153,114.56,39.457489752169025
2023-10-15,S001-P0010,Furniture,27,85,106.66,32.54158328656437
2023-10-16,S001-P0010,Furniture,12,330,89.44,33.37415481820412
2023-10-17,S001-P0010,Furniture,16,318,95.97,38.932763701628765
2023-10-18,S001-P0010,Furniture,37,304,111.05,32.41347667395695
2023-10-19,S001-P0010,Furniture,42,267,95.27,49.9591100726688
2023-10-20,S001-P0010,Furniture,35,219,99.05,38.49554047268016
2023-10-21,S001-P0010,Furniture,60,182,109.39,49.838317112721725
2023-10-22,S001-P0010,Furniture,27,118,95.79,44.07975667221039
2023-10-23,S001-P0010,Furniture,29,98,107.4,36.33100079509788
2023-10-24,S001-P0010,Furniture,31,71,97.3,31.970673840913918
2023-10-25,S001-P0010,Furniture,62,276,122.74,75.35051554915081
2023-10-26,S001-P0010,Furniture,64,203,116.83,74.7069638177958
2023-10-27,S001-P0010,Furniture,96,154,124.14,84.31284542579347
2023-10-28,S001-P0010,Furniture,95,66,116.85,109.02638078414542
2023-10-29,S001-P0010,Furniture,72,233,126.92,85.0402638396605
2023-10-30,S001-P0010,Furniture,90,154,135.49,69.92762570420186
2023-10-31,S001-P0010,Furniture,62,383,122.75,68.33415485823501
2023-11-01,S001-P0010,Furniture,82,322,131.85,68.80047135983006
2023-11-02,S001-P0010,Furniture,107,225,121.56,108.43132023926913
2023-11-03,S001-P0010,Furniture,82,133,118.35,69.26295503802385
2023-11-04,S001-P0010,Furniture,91,56,107.34,89.54875113297955
2023-11-05,S001-P0010,Furniture,67,340,125.0,69.86050410385616
2023-11-06,S001-P0010,Furniture,79,281,137.13,70.2025302740269
2023-11-07,S001-P0010,Furniture,90,203,114.92,89.31777533129629
2023-11-08,S001-P0010,Furniture,143,471,143.64,109.10317582552513
2023-11-09,S001-P0010,Furniture,98,330,111.15,90.7685459319782
2023-11-10,S001-P0010,Furniture,52,252,118.05,68.49358056425348
2023-11-11,S001-P0010,Furniture,100,213,133.19,68.81289973566302
2023-11-12,S001-P0010,Furniture,92,827,115.92,90.5843188068187
2023-11-13,S001-P0010,Furniture,49,758,116.6,76.1760990065483
2023-11-14,S001-P0010,Furniture,75,702,121.53,67.61645615562806
2023-11-15,S001-P0010,Furniture,114,613,123.22,90.37693856908888
2023-11-16,S001-P0010,Furniture,71,526,126.78,74.53072741696293
2023-11-17,S001-P0010,Furniture,64,454,116.82,69.72187086550385
2023-11-18,S001-P0010,Furniture,48,412,122.37,68.50528171562497
2023-11-19,S001-P0010,Furniture,118,355,124.71,110.18995924626275
2023-11-20,S001-P0010,Furniture,79,236,137.38,68.02403070590488
2023-11-21,S001-P0010,Furniture,82,160,138.79,81.6919869194316
2023-11-22,S001-P0010,Furniture,114,104,109.83,101.1243729756067
2023-11-23,S001-P0010,Furniture,108,522,128.41,90.4259489347749
2023-11-24,S001-P0010,Furniture,89,398,128.15,73.903001659551
2023-11-25,S001-P0010,Furniture,42,321,119.13,67.58354550970414
2023-11-26,S001-P0010,Furniture,85,294,126.12,82.82817858172301
2023-11-27,S001-P0010,Furniture,112,219,145.42,82.63974226504216
2023-11-28,S001-P0010,Furniture,99,556,132.59,66.37549438255255
2023-11-29,S001-P0010,Furniture,113,468,153.59,81.68238001040764
2023-11-30,S001-P0010,Furniture,65,393,117.92,72.8433230102483
2023-12-01,S001-P0010,Furniture,88,316,134.51,79.45394687501025
2023-12-02,S001-P0010,Furniture,119,228,148.58,73.83360239324391
2023-12-03,S001-P0010,Furniture,111,512,152.63,73.76782619206166
2023-12-04,S001-P0010,Furniture,116,382,139.95,73.97754593538714
2023-12-05,S001-P0010,Furniture,95,281,123.96,73.50805912847507
2023-12-06,S001-P0010,Furniture,126,223,159.87,81.81129038808652
2023-12-07,S001-P0010,Furniture,47,82,115.53,72.776161274872
2023-12-08,S001-P0010,Furniture,105,437,113.8,95.38174721361003
2023-12-09,S001-P0010,Furniture,61,314,96.32,87.24705769237923
2023-12-10,S001-P0010,Furniture,107,267,121.64,87.4973477777374
2023-12-11,S001-P0010,Furniture,103,200,111.61,87.41730812541559
2023-12-12,S001-P0010,Furniture,94,581,137.12,85.02804069906237
2023-12-13,S001-P0010,Furniture,92,496,122.79,85.80937305631502
2023-12-14,S001-P0010,Furniture,79,427,123.37,85.03716358263797
2023-12-15,S001-P0010,Furniture,111,358,152.57,69.67276742730192
2023-12-16,S001-P0010,Furniture,42,258,107.27,77.31593417467211
2023-12-17,S001-P0010,Furniture,105,230,127.2,98.11843814645066
2023-12-18,S001-P0010,Furniture,68,112,94.09,96.96130384124832
2023-12-19,S001-P0010,Furniture,85,600,126.34,84.66596958220096
2023-12-20,S001-P0010,Furniture,110,536,136.95,89.01361279183412
2023-12-21,S001-P0010,Furniture,104,404,142.03,82.9764552471368
2023-12-22,S001-P0010,Furniture,84,279,139.49,82.05728812705931
2023-12-23,S001-P0010,Furniture,60,199,121.83,67.26790370304909
2023-12-24,S001-P0010,Furniture,81,150,103.59,107.93241224626425
2023-12-25,S001-P0010,Furniture,82,471,110.94,89.07407370509084
2023-12-26,S001-P0010,Furniture,73,377,134.41,66.34963974494433
2023-12-27,S001-P0010,Furniture,45,315,86.13,37.71297244598451
2023-12-28,S001-P0010,Furniture,29,271,96.61,38.86295061215733
2023-12-29,S001-P0010,Furniture,20,248,103.41,35.83654753317627
2023-12-30,S001-P0010,Furniture,23,226,94.22,30.55181950673787
2023-12-31,S001-P0010,Furniture,58,199,120.8,33.94816842188639
2024-01-01,S001-P0010,Furniture,64,137,97.43,35.815187953471884
2024-01-02,S001-P0010,Furniture,34,67,98.63,33.97402174898807
2024-01-03,S001-P0010,Furniture,31,45,97.38,33.719917428901425
2024-01-04,S001-P0010,Furniture,37,220,100.08,37.69037386389879
2024-01-05,S001-P0010,Furniture,57,182,102.06,51.00762269220313
2024-01-06,S001-P0010,Furniture,24,118,104.84,34.34824190295388
2024-01-07,S001-P0010,Furniture,43,96,101.74,37.092123278877615
2024-01-08,S001-P0010,Furniture,24,47,99.95,33.98139295722148
2024-01-09,S001-P0010,Furniture,63,282,116.97,65.69943078289454
2024-01-10,S001-P0010,Furniture,59,213,96.92,88.302580983245
2024-01-11,S001-P0010,Furniture,43,160,102.58,69.23506774144037
2024-01-12,S001-P0010,Furniture,76,111,128.89,74.20613729081552
2024-01-13,S001-P0010,Furniture,96,303,130.73,84.86481089044817
2024-01-14,S001-P0010,Furniture,46,230,109.5,68.10260841056575
2024-01-15,S001-P0010,Furniture,77,192,122.88,74.54169113522799
2024-01-16,S001-P0010,Furniture,66,443,98.06,87.94884322059738
2024-01-17,S001-P0010,Furniture,94,386,109.67,95.33302777625997
2024-01-18,S001-P0010,Furniture,71,313,120.44,83.25114419634875
2024-01-19,S001-P0010,Furniture,31,233,113.97,68.41430484680242
2024-01-20,S001-P0010,Furniture,92,199,136.09,82.35798362384048
2024-01-21,S001-P0010,Furniture,69,495,100.46,94.49480491884654
2024-01-22,S001-P0010,Furniture,89,451,127.99,82.71257063089027
2024-01-23,S001-P0010,Furniture,74,377,127.84,66.24121501190945
2024-01-24,S001-P0010,Furniture,149,311,121.76,95.42728170849867
2024-01-25,S001-P0010,Furniture,79,210,130.3,80.56261854688874
2024-01-26,S001-P0010,Furniture,91,128,143.16,72.18031678030651
2024-01-27,S001-P0010,Furniture,68,46,112.68,87.55898701607828
2024-01-28,S001-P0010,Furniture,82,640,118.39,72.80052037594652
2024-01-29,S001-P0010,Furniture,68,583,125.31,73.48675240674817
2024-01-30,S001-P0010,Furniture,69,518,125.82,65.93485302777857
2023-10-03,S001-P0011,Furniture,67,216,149.88,75.98708127247905
2023-10-04,S001-P0011,Furniture,104,141,169.91,76.05240810616979
2023-10-05,S001-P0011,Furniture,65,180,148.21,67.71692377062098
2023-10-06,S001-P0011,Furniture,86,322,168.7,75.28194800751396
2023-10-07,S001-P0011,Furniture,23,245,99.39,37.61655408263497
2023-10-08,S001-P0011,Furniture,25,217,126.63,44.08547785677954
2023-10-09,S001-P0011,Furniture,24,198,125.66,36.40062810981658
2023-10-10,S001-P0011,Furniture,48,176,110.29,39.32531438308241
2023-10-11,S001-P0011,Furniture,36,126,132.67,38.990669644241365
2023-10-12,S001-P0011,Furniture,36,186,125.32,39.88507677779778
2023-10-13,S001-P0011,Furniture,24,147,139.85,31.672459181760427
2023-10-14,S001-P0011,Furniture,18,132,136.24,32.744271958525424
2023-10-15,S001-P0011,Furniture,38,111,141.22,32.54158328656437
2023-10-16,S001-P0011,Furniture,34,69,138.77,33.37415481820412
2023-10-17,S001-P0011,Furniture,79,100,132.0,49.77622580718075
2023-10-18,S001-P0011,Furniture,17,102,128.94,32.51055829819907
2023-10-19,S001-P0011,Furniture,20,271,123.45,49.85025135426246
2023-10-20,S001-P0011,Furniture,32,254,137.56,38.33575076563593
2023-10-21,S001-P0011,Furniture,42,224,114.49,49.947175831128064
2023-10-22,S001-P0011,Furniture,67,184,157.99,36.0538174896252
2023-10-23,S001-P0011,Furniture,42,120,135.87,44.10767578742254
2023-10-24,S001-P0011,Furniture,22,206,131.56,31.970673840913918
2023-10-25,S001-P0011,Furniture,105,182,161.75,75.51030525619504
2023-10-26,S001-P0011,Furniture,110,110,146.15,98.13820560181277
2023-10-27,S001-P0011,Furniture,110,254,182.59,84.21883191993149
2023-10-28,S001-P0011,Furniture,117,187,187.05,84.9750500630398
2023-10-29,S001-P0011,Furniture,77,256,163.68,84.97448763847825
2023-10-30,S001-P0011,Furniture,86,169,160.4,69.92762570420186
2023-10-31,S001-P0011,Furniture,53,84,141.9,68.47076552442574
2023-11-01,S001-P0011,Furniture,39,242,149.25,68.89755298407216
2023-11-02,S001-P0011,Furniture,71,197,160.2,84.16695189311685
2023-11-03,S001-P0011,Furniture,64,136,156.17,69.26295503802385
2023-11-04,S001-P0011,Furniture,29,240,128.62,89.1537030016953
2023-11-05,S001-P0011,Furniture,71,216,151.59,69.86050410385616
2023-11-06,S001-P0011,Furniture,78,173,146.99,89.53955082932609
2023-11-07,S001-P0011,Furniture,78,247,156.09,68.5357154781514
2023-11-08,S001-P0011,Furniture,82,179,157.64,83.34603275975921
2023-11-09,S001-P0011,Furniture,77,293,163.4,67.93692295986266
2023-11-10,S001-P0011,Furniture,36,215,147.41,68.49358056425348
2023-11-11,S001-P0011,Furniture,108,186,154.49,92.99872845172499
2023-11-12,S001-P0011,Furniture,74,101,161.82,69.26353316101209
2023-11-13,S001-P0011,Furniture,96,253,183.83,76.11032280536605
2023-11-14,S001-P0011,Furniture,43,145,136.95,67.47984548943732
2023-11-15,S001-P0011,Furniture,69,272,142.35,89.98189043780464
2023-11-16,S001-P0011,Furniture,85,222,159.66,74.53072741696293
2023-11-17,S001-P0011,Furniture,119,167,158.42,91.23453914536417
2023-11-18,S001-P0011,Furniture,116,178,139.6,90.3029457780489
2023-11-19,S001-P0011,Furniture,83,311,158.58,83.08616202314778
2023-11-20,S001-P0011,Furniture,46,246,137.92,68.02403070590488
2023-11-21,S001-P0011,Furniture,88,209,152.42,110.18879341429987
2023-11-22,S001-P0011,Furniture,41,120,142.88,72.97372685109403
2023-11-23,S001-P0011,Furniture,43,232,136.57,67.0795778792568
2023-11-24,S001-P0011,Furniture,114,190,175.64,95.58905929779701
2023-11-25,S001-P0011,Furniture,65,86,125.44,86.65361249398408
2023-11-26,S001-P0011,Furniture,75,235,121.92,103.8672791533886
2023-11-27,S001-P0011,Furniture,103,186,169.73,82.7055184662244
2023-11-28,S001-P0011,Furniture,71,276,152.0,66.51210504874328
2023-11-29,S001-P0011,Furniture,105,215,180.18,81.99802151595681
2023-11-30,S001-P0011,Furniture,101,145,168.47,72.93733651611028
2023-12-01,S001-P0011,Furniture,151,245,186.15,101.36091537333685
2023-12-02,S001-P0011,Furniture,78,70,155.8,73.83360239324391
2023-12-03,S001-P0011,Furniture,75,326,162.27,73.83360239324391
2023-12-04,S001-P0011,Furniture,124,245,150.76,95.46962866741261
2023-12-05,S001-P0011,Furniture,61,125,162.63,73.09840411706392
2023-12-06,S001-P0011,Furniture,136,272,158.27,107.70931067065513
2023-12-07,S001-P0011,Furniture,120,181,169.96,95.80658462393416
2023-12-08,S001-P0011,Furniture,51,409,148.8,72.87640915440988
2023-12-09,S001-P0011,Furniture,82,358,157.64,87.9236985516775
2023-12-10,S001-P0011,Furniture,79,278,165.11,67.07908989373077
2023-12-11,S001-P0011,Furniture,92,217,137.77,87.66553323958819
2023-12-12,S001-P0011,Furniture,85,120,159.55,86.10730181017918
2023-12-13,S001-P0011,Furniture,75,245,146.12,85.80937305631502
2023-12-14,S001-P0011,Furniture,44,163,144.38,84.27354397707033
2023-12-15,S001-P0011,Furniture,42,123,136.25,69.67276742730192
2023-12-16,S001-P0011,Furniture,66,168,140.95,98.11843814645066
2023-12-17,S001-P0011,Furniture,93,127,181.87,76.48653836792222
2023-12-18,S001-P0011,Furniture,85,183,168.18,75.09384475056329
2023-12-19,S001-P0011,Furniture,92,316,163.51,108.71762995753394
2023-12-20,S001-P0011,Furniture,71,232,160.24,67.87300638102266
2023-12-21,S001-P0011,Furniture,74,162,153.15,83.80585105388668
2023-12-22,S001-P0011,Furniture,116,246,156.94,106.91233341684017
2023-12-23,S001-P0011,Furniture,58,142,152.39,67.04029086449538
2023-12-24,S001-P0011,Furniture,75,304,154.47,83.58096404177338
2023-12-25,S001-P0011,Furniture,59,254,138.04,67.73863901376384
2023-12-26,S001-P0011,Furniture,71,202,134.99,88.7278602608923
2023-12-27,S001-P0011,Furniture,19,126,130.0,30.537163485002885
2023-12-28,S001-P0011,Furniture,66,259,157.22,38.76893710629535
2023-12-29,S001-P0011,Furniture,59,208,145.11,33.81343889408976
2023-12-30,S001-P0011,Furniture,28,155,127.97,30.55181950673787
2023-12-31,S001-P0011,Furniture,25,247,140.19,34.53160570221675
2024-01-01,S001-P0011,Furniture,31,227,123.26,36.34366201435449
2024-01-02,S001-P0011,Furniture,39,193,149.12,34.46344552345645
2024-01-03,S001-P0011,Furniture,23,160,125.44,40.957130906769834
2024-01-04,S001-P0011,Furniture,46,137,124.02,37.59112909983445
2024-01-05,S001-P0011,Furniture,63,103,124.58,50.93076751766252
2024-01-06,S001-P0011,Furniture,35,130,109.87,39.54695381595073
2024-01-07,S001-P0011,Furniture,18,222,129.5,31.13493898906242
2024-01-08,S001-P0011,Furniture,72,204,144.87,33.98139295722148
2024-01-09,S001-P0011,Furniture,84,154,159.29,65.69943078289454
2024-01-10,S001-P0011,Furniture,43,246,136.59,67.86136607695991
2024-01-11,S001-P0011,Furniture,128,210,152.51,89.00238666832463
2024-01-12,S001-P0011,Furniture,58,133,144.73,74.27191349199776
2024-01-13,S001-P0011,Furniture,183,337,191.71,104.69876046032857
2024-01-14,S001-P0011,Furniture,81,190,166.0,68.10260841056575
2024-01-15,S001-P0011,Furniture,76,391,138.8,94.81194031021505
2024-01-16,S001-P0011,Furniture,50,313,133.22,68.52519409609533
2024-01-17,S001-P0011,Furniture,94,277,130.22,95.46745238535874
2024-01-18,S001-P0011,Furniture,86,219,151.86,83.92075029605441
2024-01-19,S001-P0011,Furniture,69,339,159.24,68.41430484680242
2024-01-20,S001-P0011,Furniture,114,295,146.18,102.90218466101629
2024-01-21,S001-P0011,Furniture,68,201,166.55,73.6586672977439
2024-01-22,S001-P0011,Furniture,100,402,159.25,82.71257063089027
2024-01-23,S001-P0011,Furniture,145,324,192.51,66.68938782164679
2024-01-24,S001-P0011,Furniture,40,162,134.63,73.07719620075166
2024-01-25,S001-P0011,Furniture,92,430,172.65,80.4968423457065
2024-01-26,S001-P0011,Furniture,106,356,170.78,72.24609298148876
2024-01-27,S001-P0011,Furniture,79,243,156.51,66.3011383540602
2024-01-28,S001-P0011,Furniture,95,192,183.39,72.73474417476427
2024-01-29,S001-P0011,Furniture,65,249,148.68,73.55252860793041
2024-01-30,S001-P0011,Furniture,44,204,144.42,65.93485302777857
2023-10-03,S001-P0012,Groceries,215,197,90.7,144.2863171666583
2023-10-04,S001-P0012,Groceries,119,358,93.27,117.68239486376066
2023-10-05,S001-P0012,Groceries,101,278,79.29,99.25659335943818
2023-10-06,S001-P0012,Groceries,104,170,80.28,120.61588583297227
2023-10-07,S001-P0012,Groceries,83,272,74.58,73.06319611741091
2023-10-08,S001-P0012,Groceries,49,222,69.28,81.27851095949771
2023-10-09,S001-P0012,Groceries,64,191,73.57,81.4459728900619
2023-10-10,S001-P0012,Groceries,94,151,72.97,93.10120401753215
2023-10-11,S001-P0012,Groceries,29,165,57.44,92.44749635786815
2023-10-12,S001-P0012,Groceries,103,353,67.38,94.30348782839175
2023-10-13,S001-P0012,Groceries,78,282,69.23,93.61583352758855
2023-10-14,S001-P0012,Groceries,98,229,65.32,91.21602821652145
2023-10-15,S001-P0012,Groceries,46,157,64.93,73.17316505930046
2023-10-16,S001-P0012,Groceries,94,306,81.82,73.86809334354231
2023-10-17,S001-P0012,Groceries,76,193,72.78,91.18340988974678
2023-10-18,S001-P0012,Groceries,80,127,61.49,90.08848926970603
2023-10-19,S001-P0012,Groceries,79,194,69.71,90.71545034759237
2023-10-20,S001-P0012,Groceries,77,112,68.8,114.23345280113543
2023-10-21,S001-P0012,Groceries,141,231,80.37,114.3240519431453
2023-10-22,S001-P0012,Groceries,77,82,77.1,81.08045399550154
2023-10-23,S001-P0012,Groceries,61,317,76.58,81.47035908120517
2023-10-24,S001-P0012,Groceries,83,247,82.74,72.11692530382722
2023-10-25,S001-P0012,Groceries,124,178,75.78,141.7084444479556
2023-10-26,S001-P0012,Groceries,120,242,88.78,112.7775921244013
2023-10-27,S001-P0012,Groceries,96,156,78.13,125.40316807435708
2023-10-28,S001-P0012,Groceries,106,298,84.87,127.68450507675593
2023-10-29,S001-P0012,Groceries,195,201,109.23,127.91625350383588
2023-10-30,S001-P0012,Groceries,144,64,85.88,101.75386040799158
2023-10-31,S001-P0012,Groceries,71,353,79.29,99.34580272356303
2023-11-01,S001-P0012,Groceries,164,293,90.25,131.60463515441216
2023-11-02,S001-P0012,Groceries,115,121,83.18,126.3133244460479
2023-11-03,S001-P0012,Groceries,103,406,75.31,132.23647631856835
2023-11-04,S001-P0012,Groceries,156,332,103.78,99.8919369559909
2023-11-05,S001-P0012,Groceries,107,159,85.15,99.94493574507
2023-11-06,S001-P0012,Groceries,123,407,89.48,100.79712023148299
2023-11-07,S001-P0012,Groceries,133,290,92.22,98.31571859714579
2023-11-08,S001-P0012,Groceries,133,133,92.36,126.43648368511536
2023-11-09,S001-P0012,Groceries,148,291,91.28,131.59283043239836
2023-11-10,S001-P0012,Groceries,172,164,82.5,132.65639528212054
2023-11-11,S001-P0012,Groceries,100,351,74.9,100.00808497231496
2023-11-12,S001-P0012,Groceries,130,267,86.84,100.55149305596883
2023-11-13,S001-P0012,Groceries,85,148,71.18,115.73089098001459
2023-11-14,S001-P0012,Groceries,76,327,60.53,133.4728085976213
2023-11-15,S001-P0012,Groceries,129,259,91.33,96.33260269629186
2023-11-16,S001-P0012,Groceries,173,149,103.18,113.69431016878758
2023-11-17,S001-P0012,Groceries,148,232,91.25,100.95701631560878
2023-11-18,S001-P0012,Groceries,155,418,78.61,133.45628644858866
2023-11-19,S001-P0012,Groceries,193,308,92.43,166.15029498038126
2023-11-20,S001-P0012,Groceries,127,125,95.37,99.50378475507972
2023-11-21,S001-P0012,Groceries,97,450,78.3,125.3690950104305
2023-11-22,S001-P0012,Groceries,59,372,75.77,112.67998574051734
2023-11-23,S001-P0012,Groceries,142,313,80.56,134.03792077868493
2023-11-24,S001-P0012,Groceries,159,206,94.13,148.3242814430318
2023-11-25,S001-P0012,Groceries,169,410,96.7,98.71371832686637
2023-11-26,S001-P0012,Groceries,145,294,90.55,160.73104523710882
2023-11-27,S001-P0012,Groceries,92,555,81.05,126.647500248969
2023-11-28,S001-P0012,Groceries,117,483,92.52,98.02740479842744
2023-11-29,S001-P0012,Groceries,137,379,93.47,127.42531460712893
2023-11-30,S001-P0012,Groceries,117,250,88.05,112.80666142895242
2023-12-01,S001-P0012,Groceries,67,140,70.7,124.17037006265357
2023-12-02,S001-P0012,Groceries,137,334,84.12,147.0362629827247
2023-12-03,S001-P0012,Groceries,162,212,85.21,146.60784723759906
2023-12-04,S001-P0012,Groceries,146,396,101.07,112.91288949043503
2023-12-05,S001-P0012,Groceries,34,225,61.93,112.48131428008884
2023-12-06,S001-P0012,Groceries,118,203,88.17,125.93009175001065
